source,source_code,source_sheet,대분류,중분류,source_item_text,source_operation_type,canonical_id
union_standard_time,5648004,화물-소형화물,기능정비,엔진 부품,흡기매니홀드(V형),교환,CAN-003429
union_standard_time,5648006,화물-소형화물,기능정비,엔진 부품,배기매니홀드,탈착,CAN-000903
union_standard_time,5648006,화물-소형화물,기능정비,엔진 부품,배기매니홀드,교환,CAN-000902
union_standard_time,5648009,화물-소형화물,기능정비,엔진 부품,배기매니홀드(V형 NO.1),탈착,CAN-000895
union_standard_time,5648009,화물-소형화물,기능정비,엔진 부품,배기매니홀드(V형 NO.1),교환,CAN-000894
union_standard_time,5648010,화물-소형화물,기능정비,엔진 부품,배기매니홀드(V형 NO.2),탈착,CAN-000897
union_standard_time,5648010,화물-소형화물,기능정비,엔진 부품,배기매니홀드(V형 NO.2),교환,CAN-000896
union_standard_time,5658003,화물-소형화물,기능정비,엔진 부품,배가파이프1번(프론트),탈착,CAN-000889
union_standard_time,5658003,화물-소형화물,기능정비,엔진 부품,배가파이프1번(프론트),교환,CAN-000888
union_standard_time,5658006,화물-소형화물,기능정비,엔진 부품,"배가파이프1번(프론트,V형 NO.1)",탈착,CAN-000883
union_standard_time,5658006,화물-소형화물,기능정비,엔진 부품,"배가파이프1번(프론트,V형 NO.1)",교환,CAN-000882
union_standard_time,5658007,화물-소형화물,기능정비,엔진 부품,"배가파이프1번(프론트,V형 NO.2)",탈착,CAN-000885
union_standard_time,5658007,화물-소형화물,기능정비,엔진 부품,"배가파이프1번(프론트,V형 NO.2)",교환,CAN-000884
union_standard_time,5658008,화물-소형화물,기능정비,엔진 부품,배기파이프2번(미들),탈착,CAN-000933
union_standard_time,5658008,화물-소형화물,기능정비,엔진 부품,배기파이프2번(미들),교환,CAN-000932
union_standard_time,5658010,화물-소형화물,기능정비,엔진 부품,배기파이프3번(머플러),탈착,CAN-000939
union_standard_time,5658010,화물-소형화물,기능정비,엔진 부품,배기파이프3번(머플러),교환,CAN-000938
union_standard_time,5668001,화물-소형화물,기능정비,엔진 부품,연료탱크,탈착,CAN-002034
union_standard_time,5668001,화물-소형화물,기능정비,엔진 부품,연료탱크,교환,CAN-002032
union_standard_time,5668001,화물-소형화물,기능정비,엔진 부품,연료탱크,오버홀,CAN-002033
union_standard_time,5668003,화물-소형화물,기능정비,엔진 부품,인젝션(연료)펌프,탈착,CAN-002274
union_standard_time,5668003,화물-소형화물,기능정비,엔진 부품,인젝션(연료)펌프,교환,CAN-002272
union_standard_time,5668012,화물-소형화물,소모품 및 하체정비,소모품,연료 세디멘터 및 필터,탈착,CAN-002027
union_standard_time,5668012,화물-소형화물,소모품 및 하체정비,소모품,연료 세디멘터 및 필터,교환,CAN-002026
union_standard_time,5668016,화물-소형화물,기능정비,엔진 부품,LPG봄베,탈착,CAN-000082
union_standard_time,5668016,화물-소형화물,기능정비,엔진 부품,LPG봄베,교환,CAN-000081
union_standard_time,5668017,화물-소형화물,기능정비,엔진 부품,LPG 믹서,탈착,CAN-000080
union_standard_time,5668017,화물-소형화물,기능정비,엔진 부품,LPG 믹서,교환,CAN-000079
union_standard_time,5678001,화물-소형화물,소모품 및 하체정비,오일류,오일쿨러,탈착,CAN-002162
union_standard_time,5678001,화물-소형화물,소모품 및 하체정비,오일류,오일쿨러,교환,CAN-002161
union_standard_time,5678005,화물-소형화물,기능정비,엔진 부품,터보챠져(과급기),탈착,CAN-002705
union_standard_time,5678005,화물-소형화물,기능정비,엔진 부품,터보챠져(과급기),교환,CAN-002704
union_standard_time,5678006,화물-소형화물,기능정비,엔진 부품,인터쿨러,탈착,CAN-002299
union_standard_time,5678006,화물-소형화물,기능정비,엔진 부품,인터쿨러,교환,CAN-002298
union_standard_time,7688001,화물-소형화물,기능정비,엔진 부품,트랜스미션(M/T),탈착,CAN-002732
union_standard_time,7688001,화물-소형화물,기능정비,엔진 부품,트랜스미션(M/T),교환,CAN-002730
union_standard_time,7688001,화물-소형화물,기능정비,엔진 부품,트랜스미션(M/T),오버홀,CAN-002731
union_standard_time,7688002,화물-소형화물,기능정비,엔진 부품,트랜스미션(A/T),탈착,CAN-002725
union_standard_time,7688002,화물-소형화물,기능정비,엔진 부품,트랜스미션(A/T),교환,CAN-002723
union_standard_time,7688002,화물-소형화물,기능정비,엔진 부품,트랜스미션(A/T),오버홀,CAN-002724
union_standard_time,7688007,화물-소형화물,소모품 및 하체정비,오일류,자동변속기오일팬,탈착,CAN-002305
union_standard_time,7688007,화물-소형화물,소모품 및 하체정비,오일류,자동변속기오일팬,교환,CAN-002304
union_standard_time,7689016,화물-소형화물,기능정비,엔진 부품,체인지레버,탈착,CAN-002429
union_standard_time,7689016,화물-소형화물,기능정비,엔진 부품,체인지레버,교환,CAN-002428
union_standard_time,7689017,화물-소형화물,기능정비,엔진 부품,체인지레버(M/T),탈착,CAN-002427
union_standard_time,7689017,화물-소형화물,기능정비,엔진 부품,체인지레버(M/T),교환,CAN-002426
union_standard_time,7689018,화물-소형화물,기능정비,엔진 부품,체인지레버(A/T),탈착,CAN-002425
union_standard_time,7689018,화물-소형화물,기능정비,엔진 부품,체인지레버(A/T),교환,CAN-002424
union_standard_time,7698006,화물-소형화물,기능정비,엔진 부품,프로펠라샤프트(앞),탈착,CAN-002932
union_standard_time,7698006,화물-소형화물,기능정비,엔진 부품,프로펠라샤프트(앞),교환,CAN-002931
union_standard_time,7698007,화물-소형화물,기능정비,엔진 부품,프로펠라샤프트(뒤),탈착,CAN-002930
union_standard_time,7698007,화물-소형화물,기능정비,엔진 부품,프로펠라샤프트(뒤),교환,CAN-002929
union_standard_time,7698014,화물-소형화물,기능정비,엔진 부품,프론트 액슬,탈착,CAN-003103
union_standard_time,7698014,화물-소형화물,기능정비,엔진 부품,프론트 액슬,교환,CAN-003101
union_standard_time,7698310,화물-소형화물,소모품 및 하체정비,하체 부품,프론트 서스펜션ASSY(좌측),탈착,CAN-003068
union_standard_time,7698310,화물-소형화물,소모품 및 하체정비,하체 부품,프론트 서스펜션ASSY(좌측),교환,CAN-003066
union_standard_time,7698310,화물-소형화물,소모품 및 하체정비,하체 부품,프론트 서스펜션ASSY(좌측),오버홀,CAN-003067
union_standard_time,7698411,화물-소형화물,소모품 및 하체정비,하체 부품,프론트 서스펜션ASSY(우측),탈착,CAN-003065
union_standard_time,7698411,화물-소형화물,소모품 및 하체정비,하체 부품,프론트 서스펜션ASSY(우측),교환,CAN-003063
union_standard_time,7698411,화물-소형화물,소모품 및 하체정비,하체 부품,프론트 서스펜션ASSY(우측),오버홀,CAN-003064
union_standard_time,7708505,화물-소형화물,기능정비,엔진 부품,판스프링(앞좌),탈착,CAN-002888
union_standard_time,7708505,화물-소형화물,기능정비,엔진 부품,판스프링(앞좌),교환,CAN-002886
union_standard_time,7708606,화물-소형화물,기능정비,엔진 부품,판스프링(앞우),탈착,CAN-002885
union_standard_time,7708606,화물-소형화물,기능정비,엔진 부품,판스프링(앞우),교환,CAN-002883
union_standard_time,7708707,화물-소형화물,기능정비,엔진 부품,판스프링(뒤좌),탈착,CAN-002882
union_standard_time,7708707,화물-소형화물,기능정비,엔진 부품,판스프링(뒤좌),교환,CAN-002880
union_standard_time,7708809,화물-소형화물,기능정비,엔진 부품,판스프링(뒤우),탈착,CAN-002879
union_standard_time,7708809,화물-소형화물,기능정비,엔진 부품,판스프링(뒤우),교환,CAN-002877
union_standard_time,7709501,화물-소형화물,기능정비,엔진 부품,쇽업쇼버(앞좌),탈착,CAN-001349
union_standard_time,7709501,화물-소형화물,기능정비,엔진 부품,쇽업쇼버(앞좌),교환,CAN-001347
union_standard_time,7709602,화물-소형화물,기능정비,엔진 부품,쇽업쇼버(앞우),탈착,CAN-001346
union_standard_time,7709602,화물-소형화물,기능정비,엔진 부품,쇽업쇼버(앞우),교환,CAN-001344
union_standard_time,7709703,화물-소형화물,기능정비,엔진 부품,쇽업쇼버(뒤좌),탈착,CAN-001339
union_standard_time,7709703,화물-소형화물,기능정비,엔진 부품,쇽업쇼버(뒤좌),교환,CAN-001338
union_standard_time,7709804,화물-소형화물,기능정비,엔진 부품,쇽업쇼버(뒤우),탈착,CAN-001337
union_standard_time,7709804,화물-소형화물,기능정비,엔진 부품,쇽업쇼버(뒤우),교환,CAN-001336
union_standard_time,7718022,화물-소형화물,기능정비,엔진 부품,리어액슬하우징 ASSY,탈착,CAN-000696
union_standard_time,7718022,화물-소형화물,기능정비,엔진 부품,리어액슬하우징 ASSY,교환,CAN-000694
union_standard_time,7718022,화물-소형화물,기능정비,엔진 부품,리어액슬하우징 ASSY,오버홀,CAN-000695
union_standard_time,7719510,화물-소형화물,소모품 및 하체정비,하체 부품,허브(앞좌),오버홀,CAN-003265
union_standard_time,7719611,화물-소형화물,소모품 및 하체정비,하체 부품,허브(앞우),오버홀,CAN-003263
union_standard_time,7719712,화물-소형화물,소모품 및 하체정비,하체 부품,허브(뒤좌),오버홀,CAN-003261
union_standard_time,7719813,화물-소형화물,소모품 및 하체정비,하체 부품,허브(뒤우),오버홀,CAN-003259
union_standard_time,7728005,화물-소형화물,기능정비,엔진 부품,디퍼런셜 기어,탈착,CAN-000294
union_standard_time,7728005,화물-소형화물,기능정비,엔진 부품,디퍼런셜 기어,교환,CAN-000292
union_standard_time,7728005,화물-소형화물,기능정비,엔진 부품,디퍼런셜 기어,오버홀,CAN-000293
union_standard_time,7728012,화물-소형화물,소모품 및 하체정비,브레이크/타이어,타이어#1,교환,CAN-002681
union_standard_time,7728013,화물-소형화물,소모품 및 하체정비,브레이크/타이어,타이어#2,교환,CAN-002682
union_standard_time,7728014,화물-소형화물,소모품 및 하체정비,브레이크/타이어,타이어#3,교환,CAN-002683
union_standard_time,7728015,화물-소형화물,소모품 및 하체정비,브레이크/타이어,타이어#4,교환,CAN-002684
union_standard_time,7728016,화물-소형화물,소모품 및 하체정비,브레이크/타이어,타이어#5,교환,CAN-002685
union_standard_time,7728017,화물-소형화물,소모품 및 하체정비,브레이크/타이어,타이어#6,교환,CAN-002686
union_standard_time,7728027,화물-소형화물,소모품 및 하체정비,하체 부품,스티어링 컬럼ASSY,탈착,CAN-001401
union_standard_time,7728027,화물-소형화물,소모품 및 하체정비,하체 부품,스티어링 컬럼ASSY,교환,CAN-001400
union_standard_time,7728031,화물-소형화물,소모품 및 하체정비,하체 부품,파워스티어링기어,탈착,CAN-002834
union_standard_time,7728031,화물-소형화물,소모품 및 하체정비,하체 부품,파워스티어링기어,교환,CAN-002833
union_standard_time,7728033,화물-소형화물,소모품 및 하체정비,하체 부품,메뉴얼스티어링기어,탈착,CAN-000833
union_standard_time,7728033,화물-소형화물,소모품 및 하체정비,하체 부품,메뉴얼스티어링기어,교환,CAN-000832
union_standard_time,7728045,화물-소형화물,기능정비,전기 및 램프,ABS 하이드로릭 유니트,탈착,CAN-000010
union_standard_time,7728045,화물-소형화물,기능정비,전기 및 램프,ABS 하이드로릭 유니트,교환,CAN-000009
union_standard_time,7728051,화물-소형화물,소모품 및 하체정비,브레이크/타이어,브레이크부스터&마스터 실린더,탈착,CAN-001085
union_standard_time,7728051,화물-소형화물,소모품 및 하체정비,브레이크/타이어,브레이크부스터&마스터 실린더,교환,CAN-001084
union_standard_time,7728054,화물-소형화물,소모품 및 하체정비,브레이크/타이어,브레이크&클러치페달,탈착,CAN-001077
union_standard_time,7728054,화물-소형화물,소모품 및 하체정비,브레이크/타이어,브레이크&클러치페달,교환,CAN-001076
union_standard_time,7728059,화물-소형화물,소모품 및 하체정비,브레이크/타이어,클러치 및 브레이크패달 브라켓,탈착,CAN-002631
union_standard_time,7728059,화물-소형화물,소모품 및 하체정비,브레이크/타이어,클러치 및 브레이크패달 브라켓,교환,CAN-002630
union_standard_time,7728066,화물-소형화물,기능정비,엔진 부품,클러치 마스터 실린더,탈착,CAN-002627
union_standard_time,7728066,화물-소형화물,기능정비,엔진 부품,클러치 마스터 실린더,교환,CAN-002626
union_standard_time,7728508,화물-소형화물,소모품 및 하체정비,브레이크/타이어,"타이어(앞,좌)",교환,CAN-002694
union_standard_time,7728609,화물-소형화물,소모품 및 하체정비,브레이크/타이어,"타이어(앞,우)",교환,CAN-002693
union_standard_time,7728710,화물-소형화물,소모품 및 하체정비,브레이크/타이어,"타이어(뒤,좌)",교환,CAN-002691
union_standard_time,7728811,화물-소형화물,소모품 및 하체정비,브레이크/타이어,"타이어(뒤,우)",교환,CAN-002690
union_standard_time,7729026,화물-소형화물,소모품 및 하체정비,하체 부품,스티어링 휠,탈착,CAN-001407
union_standard_time,7729026,화물-소형화물,소모품 및 하체정비,하체 부품,스티어링 휠,교환,CAN-001406
union_standard_time,7729060,화물-소형화물,소모품 및 하체정비,브레이크/타이어,사이드 브레이크(핸드식),탈착,CAN-001173
union_standard_time,7729060,화물-소형화물,소모품 및 하체정비,브레이크/타이어,사이드 브레이크(핸드식),교환,CAN-001172
union_standard_time,7729546,화물-소형화물,기능정비,전기 및 램프,"ABS 센서(앞,좌)",탈착,CAN-000008
union_standard_time,7729546,화물-소형화물,기능정비,전기 및 램프,"ABS 센서(앞,좌)",교환,CAN-000007
union_standard_time,7729647,화물-소형화물,기능정비,전기 및 램프,"ABS 센서(앞,우)",탈착,CAN-000006
union_standard_time,7729647,화물-소형화물,기능정비,전기 및 램프,"ABS 센서(앞,우)",교환,CAN-000005
union_standard_time,7729748,화물-소형화물,기능정비,전기 및 램프,"ABS 센서(뒤,좌)",탈착,CAN-000004
union_standard_time,7729748,화물-소형화물,기능정비,전기 및 램프,"ABS 센서(뒤,좌)",교환,CAN-000003
union_standard_time,7729849,화물-소형화물,기능정비,전기 및 램프,"ABS 센서(뒤,우)",탈착,CAN-000002
union_standard_time,7729849,화물-소형화물,기능정비,전기 및 램프,"ABS 센서(뒤,우)",교환,CAN-000001
union_standard_time,7738001,화물-소형화물,기능정비,엔진 부품,각종계기케이블,탈착,CAN-000112
union_standard_time,7738001,화물-소형화물,기능정비,엔진 부품,각종계기케이블,교환,CAN-000111
union_standard_time,7738005,화물-소형화물,기능정비,엔진 부품,호이스트실린더,탈착,CAN-003308
union_standard_time,7738005,화물-소형화물,기능정비,엔진 부품,호이스트실린더,교환,CAN-003306
union_standard_time,7738005,화물-소형화물,기능정비,엔진 부품,호이스트실린더,오버홀,CAN-003307
union_standard_time,1018101,화물-중형화물,판금/도장정비,판금(탈부착),프론트 범퍼,탈착,CAN-002997
union_standard_time,1018101,화물-중형화물,판금/도장정비,판금(탈부착),프론트 범퍼,교환,CAN-002995
union_standard_time,1018101,화물-중형화물,판금/도장정비,판금(탈부착),프론트 범퍼,오버홀,CAN-002996
union_standard_time,1028101,화물-중형화물,기능정비,엔진 부품,라디에이터그릴,탈착,CAN-000320
union_standard_time,1028101,화물-중형화물,기능정비,엔진 부품,라디에이터그릴,교환,CAN-000318
union_standard_time,1038101,화물-중형화물,판금/도장정비,판금(탈부착),후드,탈착,CAN-003318
union_standard_time,1038101,화물-중형화물,판금/도장정비,판금(탈부착),후드,교환,CAN-003316
union_standard_time,1038101,화물-중형화물,판금/도장정비,판금(탈부착),후드,오버홀,CAN-003317
union_standard_time,1039106,화물-중형화물,판금/도장정비,판금(탈부착),후드 록크,탈착,CAN-003321
union_standard_time,1039106,화물-중형화물,판금/도장정비,판금(탈부착),후드 록크,교환,CAN-003320
union_standard_time,1039107,화물-중형화물,판금/도장정비,판금(탈부착),후드 케이블,탈착,CAN-003357
union_standard_time,1039107,화물-중형화물,판금/도장정비,판금(탈부착),후드 케이블,교환,CAN-003356
union_standard_time,1039302,화물-중형화물,판금/도장정비,판금(탈부착),후드 힌지(좌측),탈착,CAN-003363
union_standard_time,1039302,화물-중형화물,판금/도장정비,판금(탈부착),후드 힌지(좌측),교환,CAN-003362
union_standard_time,1039403,화물-중형화물,판금/도장정비,판금(탈부착),후드 힌지(우측),탈착,CAN-003361
union_standard_time,1039403,화물-중형화물,판금/도장정비,판금(탈부착),후드 힌지(우측),교환,CAN-003360
union_standard_time,1048101,화물-중형화물,판금/도장정비,판금(탈부착),프론트 패널 ASSY,교환,CAN-003128
union_standard_time,1048102,화물-중형화물,판금/도장정비,판금(탈부착),프론트 패널 ASSY(조립식),탈착,CAN-003134
union_standard_time,1048102,화물-중형화물,판금/도장정비,판금(탈부착),프론트 패널 ASSY(조립식),교환,CAN-003132
union_standard_time,1048122,화물-중형화물,판금/도장정비,판금(탈부착),앞패널 어퍼크로스멤버,교환,CAN-001729
union_standard_time,1048123,화물-중형화물,판금/도장정비,판금(탈부착),보드인너패널(내측앞패널),교환,CAN-001048
union_standard_time,1048124,화물-중형화물,판금/도장정비,판금(탈부착),앞패널 센타크로스멤버,교환,CAN-001728
union_standard_time,1048125,화물-중형화물,판금/도장정비,판금(탈부착),앞패널 로워크로스멤버,교환,CAN-001727
union_standard_time,1058301,화물-중형화물,기능정비,전기 및 램프,헤드램프(좌측),탈착,CAN-003301
union_standard_time,1058301,화물-중형화물,기능정비,전기 및 램프,헤드램프(좌측),교환,CAN-003300
union_standard_time,1058320,화물-중형화물,기능정비,전기 및 램프,시그널램프(좌측),탈착,CAN-001503
union_standard_time,1058320,화물-중형화물,기능정비,전기 및 램프,시그널램프(좌측),교환,CAN-001502
union_standard_time,1058402,화물-중형화물,기능정비,전기 및 램프,헤드램프(우측),탈착,CAN-003299
union_standard_time,1058402,화물-중형화물,기능정비,전기 및 램프,헤드램프(우측),교환,CAN-003298
union_standard_time,1058421,화물-중형화물,기능정비,전기 및 램프,시그널램프(우측),탈착,CAN-001501
union_standard_time,1058421,화물-중형화물,기능정비,전기 및 램프,시그널램프(우측),교환,CAN-001500
union_standard_time,1059326,화물-중형화물,기능정비,전기 및 램프,포그램프(좌측),탈착,CAN-002911
union_standard_time,1059326,화물-중형화물,기능정비,전기 및 램프,포그램프(좌측),교환,CAN-002910
union_standard_time,1059427,화물-중형화물,기능정비,전기 및 램프,포그램프(우측),탈착,CAN-002909
union_standard_time,1059427,화물-중형화물,기능정비,전기 및 램프,포그램프(우측),교환,CAN-002908
union_standard_time,1068307,화물-중형화물,판금/도장정비,판금(탈부착),코너패널(좌측),탈착,CAN-002565
union_standard_time,1068307,화물-중형화물,판금/도장정비,판금(탈부착),코너패널(좌측),교환,CAN-002564
union_standard_time,1068408,화물-중형화물,판금/도장정비,판금(탈부착),코너패널(우측),탈착,CAN-002563
union_standard_time,1068408,화물-중형화물,판금/도장정비,판금(탈부착),코너패널(우측),교환,CAN-002562
union_standard_time,1088304,화물-중형화물,판금/도장정비,판금(탈부착),앞도어필러(좌측),교환,CAN-001691
union_standard_time,1088307,화물-중형화물,기능정비,엔진 부품,윈도우 필러(좌측),교환,CAN-002239
union_standard_time,1088413,화물-중형화물,판금/도장정비,판금(탈부착),앞도어필러(우측),교환,CAN-001689
union_standard_time,1088416,화물-중형화물,기능정비,엔진 부품,윈도우 필러(우측),교환,CAN-002237
union_standard_time,1128311,화물-중형화물,판금/도장정비,판금(탈부착),"앞도어(좌,화물)",탈착,CAN-001687
union_standard_time,1128311,화물-중형화물,판금/도장정비,판금(탈부착),"앞도어(좌,화물)",교환,CAN-001685
union_standard_time,1128311,화물-중형화물,판금/도장정비,판금(탈부착),"앞도어(좌,화물)",오버홀,CAN-001686
union_standard_time,1128312,화물-중형화물,판금/도장정비,판금(탈부착),"앞도어(좌,전동,화물)",탈착,CAN-001684
union_standard_time,1128312,화물-중형화물,판금/도장정비,판금(탈부착),"앞도어(좌,전동,화물)",교환,CAN-001682
union_standard_time,1128312,화물-중형화물,판금/도장정비,판금(탈부착),"앞도어(좌,전동,화물)",오버홀,CAN-001683
union_standard_time,1128314,화물-중형화물,판금/도장정비,판금(탈부착),"앞도어(우,전동,화물)",탈착,CAN-001678
union_standard_time,1128314,화물-중형화물,판금/도장정비,판금(탈부착),"앞도어(우,전동,화물)",교환,CAN-001676
union_standard_time,1128314,화물-중형화물,판금/도장정비,판금(탈부착),"앞도어(우,전동,화물)",오버홀,CAN-001677
union_standard_time,1128413,화물-중형화물,판금/도장정비,판금(탈부착),"앞도어(우,화물)",탈착,CAN-001681
union_standard_time,1128413,화물-중형화물,판금/도장정비,판금(탈부착),"앞도어(우,화물)",교환,CAN-001679
union_standard_time,1128413,화물-중형화물,판금/도장정비,판금(탈부착),"앞도어(우,화물)",오버홀,CAN-001680
union_standard_time,1138313,화물-중형화물,판금/도장정비,판금(탈부착),"뒤도어(좌,화물)",탈착,CAN-000178
union_standard_time,1138313,화물-중형화물,판금/도장정비,판금(탈부착),"뒤도어(좌,화물)",교환,CAN-000176
union_standard_time,1138313,화물-중형화물,판금/도장정비,판금(탈부착),"뒤도어(좌,화물)",오버홀,CAN-000177
union_standard_time,1138314,화물-중형화물,판금/도장정비,판금(탈부착),"뒤도어(좌,전동,화물)",탈착,CAN-000175
union_standard_time,1138314,화물-중형화물,판금/도장정비,판금(탈부착),"뒤도어(좌,전동,화물)",교환,CAN-000173
union_standard_time,1138314,화물-중형화물,판금/도장정비,판금(탈부착),"뒤도어(좌,전동,화물)",오버홀,CAN-000174
union_standard_time,1138415,화물-중형화물,판금/도장정비,판금(탈부착),"뒤도어(우,화물)",탈착,CAN-000172
union_standard_time,1138415,화물-중형화물,판금/도장정비,판금(탈부착),"뒤도어(우,화물)",교환,CAN-000170
union_standard_time,1138415,화물-중형화물,판금/도장정비,판금(탈부착),"뒤도어(우,화물)",오버홀,CAN-000171
union_standard_time,1138416,화물-중형화물,판금/도장정비,판금(탈부착),"뒤도어(우,전동,화물)",탈착,CAN-000169
union_standard_time,1138416,화물-중형화물,판금/도장정비,판금(탈부착),"뒤도어(우,전동,화물)",교환,CAN-000167
union_standard_time,1138416,화물-중형화물,판금/도장정비,판금(탈부착),"뒤도어(우,전동,화물)",오버홀,CAN-000168
union_standard_time,1169301,화물-중형화물,기능정비,엔진 부품,사이드 미러(좌측),탈착,CAN-001156
union_standard_time,1169301,화물-중형화물,기능정비,엔진 부품,사이드 미러(좌측),교환,CAN-001154
union_standard_time,1169404,화물-중형화물,기능정비,엔진 부품,사이드 미러(우측),탈착,CAN-001144
union_standard_time,1169404,화물-중형화물,기능정비,엔진 부품,사이드 미러(우측),교환,CAN-001142
union_standard_time,1178301,화물-중형화물,기능정비,엔진 부품,센터 필러 ASSY(좌측),교환,CAN-001304
union_standard_time,1178309,화물-중형화물,기능정비,엔진 부품,"센터 필러(인너,좌)",교환,CAN-001312
union_standard_time,1178405,화물-중형화물,기능정비,엔진 부품,센터 필러 ASSY(우측),교환,CAN-001303
union_standard_time,1178410,화물-중형화물,기능정비,엔진 부품,"센터 필러(인너,우)",교환,CAN-001311
union_standard_time,1188301,화물-중형화물,판금/도장정비,판금(탈부착),사이드스텝패널ASSY(좌측),교환,CAN-001193
union_standard_time,1188405,화물-중형화물,판금/도장정비,판금(탈부착),사이드스텝패널ASSY(우측),교환,CAN-001192
union_standard_time,1198016,화물-중형화물,기능정비,엔진 부품,가니쉬 #1,탈착,CAN-000098
union_standard_time,1198016,화물-중형화물,기능정비,엔진 부품,가니쉬 #1,교환,CAN-000097
union_standard_time,1198017,화물-중형화물,기능정비,엔진 부품,가니쉬 #2,탈착,CAN-000100
union_standard_time,1198017,화물-중형화물,기능정비,엔진 부품,가니쉬 #2,교환,CAN-000099
union_standard_time,1198301,화물-중형화물,기능정비,엔진 부품,사이드씰(좌측),교환,CAN-001217
union_standard_time,1198309,화물-중형화물,기능정비,엔진 부품,"사이드스텝(좌,스텝분리형)",탈착,CAN-001191
union_standard_time,1198309,화물-중형화물,기능정비,엔진 부품,"사이드스텝(좌,스텝분리형)",교환,CAN-001190
union_standard_time,1198405,화물-중형화물,기능정비,엔진 부품,사이드씰(우측),교환,CAN-001216
union_standard_time,1198410,화물-중형화물,기능정비,엔진 부품,"사이드스텝(우,스텝분리형)",탈착,CAN-001187
union_standard_time,1198410,화물-중형화물,기능정비,엔진 부품,"사이드스텝(우,스텝분리형)",교환,CAN-001186
union_standard_time,1208301,화물-중형화물,기능정비,엔진 부품,"사이드프레임 ASSY(화물,좌)",교환,CAN-001242
union_standard_time,1208402,화물-중형화물,기능정비,엔진 부품,"사이드프레임 ASSY(화물,우)",교환,CAN-001241
union_standard_time,1218001,화물-중형화물,판금/도장정비,판금(탈부착),루프패널,교환,CAN-000458
union_standard_time,1218003,화물-중형화물,판금/도장정비,판금(탈부착),루프패널(더블캡),교환,CAN-000460
union_standard_time,1219028,화물-중형화물,판금/도장정비,판금(탈부착),루프 톱실링(화물),탈착,CAN-000447
union_standard_time,1219028,화물-중형화물,판금/도장정비,판금(탈부착),루프 톱실링(화물),교환,CAN-000446
union_standard_time,1219029,화물-중형화물,판금/도장정비,판금(탈부착),루프 톱실링(더블캡),탈착,CAN-000439
union_standard_time,1219029,화물-중형화물,판금/도장정비,판금(탈부착),루프 톱실링(더블캡),교환,CAN-000438
union_standard_time,1228201,화물-중형화물,판금/도장정비,판금(탈부착),리어 범퍼,탈착,CAN-000536
union_standard_time,1228201,화물-중형화물,판금/도장정비,판금(탈부착),리어 범퍼,교환,CAN-000534
union_standard_time,1228206,화물-중형화물,판금/도장정비,판금(탈부착),리어 범퍼(용접식),탈착,CAN-000553
union_standard_time,1228206,화물-중형화물,판금/도장정비,판금(탈부착),리어 범퍼(용접식),교환,CAN-000552
union_standard_time,1268301,화물-중형화물,기능정비,전기 및 램프,리어 컴비네이션램프(좌측),탈착,CAN-000720
union_standard_time,1268301,화물-중형화물,기능정비,전기 및 램프,리어 컴비네이션램프(좌측),교환,CAN-000719
union_standard_time,1268314,화물-중형화물,판금/도장정비,판금(탈부착),컴비램프 브라켓패널(좌측),탈착,CAN-002543
union_standard_time,1268314,화물-중형화물,판금/도장정비,판금(탈부착),컴비램프 브라켓패널(좌측),교환,CAN-002542
union_standard_time,1268402,화물-중형화물,기능정비,전기 및 램프,리어 컴비네이션램프(우측),탈착,CAN-000718
union_standard_time,1268402,화물-중형화물,기능정비,전기 및 램프,리어 컴비네이션램프(우측),교환,CAN-000717
union_standard_time,1268415,화물-중형화물,판금/도장정비,판금(탈부착),컴비램프 브라켓패널(우측),탈착,CAN-002541
union_standard_time,1268415,화물-중형화물,판금/도장정비,판금(탈부착),컴비램프 브라켓패널(우측),교환,CAN-002540
union_standard_time,1348301,화물-중형화물,판금/도장정비,판금(탈부착),도어 리어필러(좌측),교환,CAN-000165
union_standard_time,1348310,화물-중형화물,판금/도장정비,판금(탈부착),"도어 리어필러(인너,좌)",교환,CAN-000164
union_standard_time,1348406,화물-중형화물,판금/도장정비,판금(탈부착),도어 리어필러(우측),교환,CAN-000161
union_standard_time,1348411,화물-중형화물,판금/도장정비,판금(탈부착),"도어 리어필러(인너,우)",교환,CAN-000163
union_standard_time,1428001,화물-중형화물,기능정비,엔진 부품,운전대 전체바닥,교환,CAN-002205
union_standard_time,1428002,화물-중형화물,기능정비,엔진 부품,운전대 전체바닥(더블캡),교환,CAN-002206
union_standard_time,1428004,화물-중형화물,판금/도장정비,판금(탈부착),운전대 바닥패널(앞),교환,CAN-002201
union_standard_time,1428005,화물-중형화물,판금/도장정비,판금(탈부착),운전대 바닥패널(뒤),교환,CAN-002199
union_standard_time,1428006,화물-중형화물,판금/도장정비,판금(탈부착),"운전대 바닥패널(뒤,더블캡)",교환,CAN-002200
union_standard_time,1448001,화물-중형화물,판금/도장정비,판금(탈부착),운전대 백패널,교환,CAN-002202
union_standard_time,1448002,화물-중형화물,소모품 및 하체정비,하체 부품,프레임프론트크로스멤버,탈착,CAN-002920
union_standard_time,1448002,화물-중형화물,소모품 및 하체정비,하체 부품,프레임프론트크로스멤버,교환,CAN-002919
union_standard_time,1448003,화물-중형화물,소모품 및 하체정비,하체 부품,프레임리어크로스멤버,탈착,CAN-002916
